四岁以上所有人,0.41,1.3
男,0.43,1.4
女,0.40,1.2
4-14岁,0.07,0.3
15-24岁,0.32,1.7
25-34岁,0.38,1.5
35-44岁,0.31,1.2
45-54岁,0.37,0.9
55-64岁,0.72,1.5
65岁以上,0.71,1.5
2000以下,0.48,1.2
2000-3500,0.48,1.7
3500-5000,0.18,0.8
5000以上,0.49,1.5
小学以下,0.32,1.0
初中,0.47,1.3
高中,0.44,1.3
大学及以上,0.34,1.4
