四岁以上所有人,0.3,0.9
男,0.3,1.0
女,0.3,0.9
4-14岁,0.1,0.4
15-24岁,0.1,0.5
25-34岁,0.3,1.5
35-44岁,0.3,1.0
45-54岁,0.3,0.7
55-64岁,0.5,1.0
65岁以上,0.6,1.2
2000以下,0.3,0.9
2000-3500,0.5,1.6
3500-5000,0.2,1.0
5000以上,0.2,0.9
小学以下,0.2,0.5
初中,0.3,0.9
高中,0.3,0.9
大学及以上,0.3,1.3
