四岁以上所有人,0.4,1.4
男,0.4,1.4
女,0.4,1.4
4-14岁,0.1,0.4
15-24岁,0.2,1.2
25-34岁,0.4,2.1
35-44岁,0.4,1.5
45-54岁,0.4,1.0
55-64岁,0.8,1.7
65岁以上,0.7,1.5
2000以下,0.5,1.4
2000-3500,0.5,2.0
3500-5000,0.2,0.9
5000以上,0.4,1.3
小学以下,0.2,0.6
初中,0.5,1.4
高中,0.4,1.3
大学及以上,0.4,1.9
