四岁以上所有人,3.6,11.6
男,2.6,8.6
女,4.6,14.6
4-14岁,1.3,7.4
15-24岁,1.6,9.7
25-34岁,2.4,10.9
35-44岁,2.8,11.0
45-54岁,3.8,9.8
55-64岁,5.4,11.4
65岁以上,8.9,18.7
2000以下,5.1,13.5
2000-3500,1.9,7.0
3500-5000,2.3,11.3
5000以上,1.5,6.1
小学以下,6.4,21.6
初中,4.2,11.4
高中,3.4,10.3
大学及以上,2.1,9.6
