18:00 - 18:10,1.15,1.02,1.27
18:10 - 18:20,1.47,1.52,1.42
18:20 - 18:30,1.73,1.72,1.74
18:30 - 18:40,1.33,1.41,1.24
18:40 - 18:50,1.08,1.12,1.05
18:50 - 19:00,0.87,0.95,0.79
19:00 - 19:10,1.07,1.16,0.98
19:10 - 19:20,1.42,1.44,1.40
19:20 - 19:30,1.40,1.42,1.39
19:30 - 19:40,1.46,1.50,1.42
19:40 - 19:50,1.75,1.75,1.75
19:50 - 20:00,1.43,1.42,1.46
20:00 - 20:10,1.01,1.07,0.94
20:10 - 20:20,1.07,1.15,0.99
20:20 - 20:30,1.22,1.16,1.28
20:30 - 20:40,1.22,1.11,1.33
20:40 - 20:50,0.75,0.83,0.67
20:50 - 21:00,0.60,0.61,0.60
21:00 - 21:10,0.59,0.63,0.55
21:10 - 21:20,0.50,0.49,0.50
21:20 - 21:30,0.71,0.72,0.69
21:30 - 21:40,0.58,0.65,0.50
21:40 - 21:50,0.38,0.43,0.32
21:50 - 22:00,0.35,0.42,0.28
22:00 - 22:10,0.37,0.50,0.24
22:10 - 22:20,0.32,0.39,0.24
22:20 - 22:30,0.30,0.34,0.26
22:30 - 22:40,0.34,0.31,0.36
22:40 - 22:50,0.22,0.23,0.21
22:50 - 23:00,0.25,0.26,0.24
