18:00 - 18:10,0.41,0.36,0.47
18:10 - 18:20,0.57,0.54,0.60
18:20 - 18:30,0.77,0.77,0.77
18:30 - 18:40,0.40,0.39,0.40
18:40 - 18:50,0.30,0.30,0.30
18:50 - 19:00,0.37,0.41,0.34
19:00 - 19:10,0.24,0.28,0.19
19:10 - 19:20,0.19,0.20,0.17
19:20 - 19:30,0.15,0.14,0.17
19:30 - 19:40,0.17,0.10,0.24
19:40 - 19:50,0.15,0.10,0.21
19:50 - 20:00,0.16,0.14,0.18
20:00 - 20:10,0.18,0.18,0.19
20:10 - 20:20,0.16,0.19,0.13
20:20 - 20:30,0.22,0.24,0.21
20:30 - 20:40,0.21,0.26,0.16
20:40 - 20:50,0.24,0.31,0.17
20:50 - 21:00,0.33,0.37,0.28
21:00 - 21:10,0.20,0.18,0.22
21:10 - 21:20,0.28,0.29,0.28
21:20 - 21:30,0.28,0.33,0.23
21:30 - 21:40,0.31,0.37,0.24
21:40 - 21:50,0.29,0.32,0.25
21:50 - 22:00,0.20,0.20,0.20
22:00 - 22:10,0.06,0.05,0.06
22:10 - 22:20,0.04,0.05,0.03
22:20 - 22:30,0.03,0.04,0.02
22:30 - 22:40,0.00,0.00,0.01
22:40 - 22:50,0.04,0.03,0.05
22:50 - 23:00,0.03,0.01,0.05
