18:00 - 18:10,0.14,0.15,0.13
18:10 - 18:20,0.20,0.15,0.24
18:20 - 18:30,0.42,0.14,0.71
18:30 - 18:40,0.55,0.27,0.85
18:40 - 18:50,0.31,0.12,0.51
18:50 - 19:00,0.08,0.00,0.16
19:00 - 19:10,0.02,0.05,0.00
19:10 - 19:20,0.03,0.04,0.01
19:20 - 19:30,0.03,0.05,0.01
19:30 - 19:40,0.06,0.09,0.04
19:40 - 19:50,0.23,0.33,0.12
19:50 - 20:00,0.14,0.20,0.09
20:00 - 20:10,0.11,0.04,0.18
20:10 - 20:20,0.32,0.42,0.21
20:20 - 20:30,0.19,0.23,0.16
20:30 - 20:40,0.49,0.47,0.51
20:40 - 20:50,0.14,0.28,0.00
20:50 - 21:00,0.17,0.27,0.07
21:00 - 21:10,0.42,0.68,0.15
21:10 - 21:20,0.33,0.48,0.16
21:20 - 21:30,0.41,0.47,0.34
21:30 - 21:40,0.56,0.59,0.53
21:40 - 21:50,0.58,0.71,0.44
21:50 - 22:00,0.33,0.38,0.28
22:00 - 22:10,0.32,0.32,0.32
22:10 - 22:20,0.49,0.56,0.41
22:20 - 22:30,0.13,0.17,0.09
22:30 - 22:40,0.03,0.02,0.05
22:40 - 22:50,0.02,0.03,0.00
22:50 - 23:00,0.04,0.03,0.06
