18:00 - 18:10,0.75,1.03,0.45
18:10 - 18:20,0.74,1.05,0.41
18:20 - 18:30,0.73,1.01,0.43
18:30 - 18:40,0.37,0.53,0.21
18:40 - 18:50,0.34,0.55,0.13
18:50 - 19:00,0.38,0.57,0.18
19:00 - 19:10,1.20,1.75,0.62
19:10 - 19:20,1.37,2.11,0.59
19:20 - 19:30,1.12,1.81,0.40
19:30 - 19:40,1.24,1.99,0.47
19:40 - 19:50,1.33,2.01,0.63
19:50 - 20:00,1.16,1.72,0.57
20:00 - 20:10,0.95,1.39,0.50
20:10 - 20:20,1.11,1.60,0.60
20:20 - 20:30,1.22,1.77,0.64
20:30 - 20:40,0.97,1.39,0.54
20:40 - 20:50,0.99,1.39,0.57
20:50 - 21:00,1.02,1.55,0.48
21:00 - 21:10,1.02,1.62,0.40
21:10 - 21:20,1.10,1.70,0.47
21:20 - 21:30,1.63,2.38,0.84
21:30 - 21:40,0.80,1.26,0.33
21:40 - 21:50,0.81,1.27,0.33
21:50 - 22:00,0.80,1.28,0.31
22:00 - 22:10,0.96,1.48,0.42
22:10 - 22:20,0.95,1.53,0.34
22:20 - 22:30,0.89,1.39,0.37
22:30 - 22:40,0.96,1.41,0.49
22:40 - 22:50,0.95,1.49,0.38
22:50 - 23:00,0.95,1.50,0.38
