四岁以上所有人,0.3,1.1
男,0.4,1.2
女,0.3,0.9
4-14岁,2.0,9.8
15-24岁,0.1,0.6
25-34岁,0.5,2.4
35-44岁,0.3,1.1
45-54岁,0.0,0.1
55-64岁,0.2,0.5
65岁以上,0.1,0.3
2000以下,0.3,0.7
2000-3500,0.2,0.6
3500-5000,0.0,0.2
5000以上,0.5,2.0
小学以下,1.2,4.0
初中,0.2,0.6
高中,0.3,0.8
大学及以上,0.2,1.0
