四岁以上所有人,4.49,13.6
男,4.28,13.5
女,4.70,13.7
4-14岁,2.38,7.6
15-24岁,2.45,12.9
25-34岁,1.89,7.9
35-44岁,2.13,8.1
45-54岁,5.91,14.8
55-64岁,7.44,15.4
65岁以上,10.56,22.7
2000以下,6.06,15.9
2000-3500,3.20,11.0
3500-5000,3.07,14.5
5000以上,2.50,7.8
小学以下,5.52,14.9
初中,5.34,14.5
高中,4.63,13.4
大学及以上,2.85,11.8
