四岁以上所有人,3.43,11.0
男,2.59,8.7
女,4.30,13.3
4-14岁,1.52,7.9
15-24岁,1.47,9.1
25-34岁,2.15,8.8
35-44岁,3.35,12.8
45-54岁,3.91,10.2
55-64岁,5.87,12.7
65岁以上,6.19,13.7
2000以下,4.62,12.4
2000-3500,2.63,9.8
3500-5000,1.95,8.7
5000以上,1.20,3.2
小学以下,5.48,17.8
初中,3.86,10.6
高中,3.47,11.0
大学及以上,1.97,8.0
