四岁以上所有人,5.64,18.0
男,5.51,17.9
女,5.78,18.1
4-14岁,1.83,7.9
15-24岁,3.23,18.2
25-34岁,2.81,12.1
35-44岁,3.31,13.4
45-54岁,7.56,19.3
55-64岁,10.21,21.8
65岁以上,10.66,23.5
2000以下,7.60,20.7
2000-3500,3.89,14.1
3500-5000,3.71,16.6
5000以上,4.77,15.1
小学以下,5.40,16.8
初中,6.91,19.0
高中,6.03,18.1
大学及以上,3.76,16.6
