四岁以上所有人,3.36,10.5
男,3.01,9.5
女,3.73,11.5
4-14岁,0.93,4.5
15-24岁,2.09,13.6
25-34岁,1.83,6.8
35-44岁,2.24,8.6
45-54岁,4.48,11.3
55-64岁,5.52,11.6
65岁以上,6.26,14.0
2000以下,4.37,11.5
2000-3500,2.79,9.5
3500-5000,1.77,8.2
5000以上,2.30,6.2
小学以下,3.33,11.0
初中,4.04,11.0
高中,3.62,11.1
大学及以上,2.26,8.5
