四岁以上所有人,0.96,3.1
男,0.76,2.5
女,1.17,3.6
4-14岁,0.23,1.2
15-24岁,0.48,3.0
25-34岁,1.09,4.5
35-44岁,0.89,3.4
45-54岁,1.29,3.4
55-64岁,1.37,3.0
65岁以上,0.64,1.4
2000以下,1.07,2.9
2000-3500,1.15,4.3
3500-5000,0.84,3.7
5000以上,1.03,2.8
小学以下,0.31,1.0
初中,1.15,3.2
高中,0.99,3.1
大学及以上,0.99,4.0
