18:00 - 18:10,0.26,0.20,0.32
18:10 - 18:20,0.25,0.19,0.33
18:20 - 18:30,0.40,0.32,0.48
18:30 - 18:40,0.47,0.36,0.58
18:40 - 18:50,0.48,0.41,0.55
18:50 - 19:00,0.42,0.34,0.52
19:00 - 19:10,0.42,0.44,0.39
19:10 - 19:20,1.35,1.13,1.58
19:20 - 19:30,1.03,0.86,1.22
19:30 - 19:40,1.35,1.31,1.40
19:40 - 19:50,1.16,1.04,1.29
19:50 - 20:00,0.95,0.86,1.04
20:00 - 20:10,0.66,0.52,0.81
20:10 - 20:20,0.72,0.47,0.99
20:20 - 20:30,1.13,0.79,1.48
20:30 - 20:40,1.38,0.91,1.86
20:40 - 20:50,1.49,1.00,2.00
20:50 - 21:00,1.61,1.05,2.21
21:00 - 21:10,1.07,0.66,1.50
21:10 - 21:20,1.38,1.03,1.76
21:20 - 21:30,1.52,1.06,2.01
21:30 - 21:40,0.91,0.52,1.32
21:40 - 21:50,1.06,0.65,1.49
21:50 - 22:00,1.01,0.63,1.40
22:00 - 22:10,1.12,0.89,1.37
22:10 - 22:20,1.32,1.05,1.59
22:20 - 22:30,0.91,0.67,1.16
22:30 - 22:40,1.04,0.64,1.45
22:40 - 22:50,0.95,0.59,1.33
22:50 - 23:00,0.76,0.47,1.07
