18:00 - 18:10,0.08,0.15,0.00
18:10 - 18:20,0.12,0.24,0.00
18:20 - 18:30,0.12,0.21,0.02
18:30 - 18:40,0.09,0.18,0.00
18:40 - 18:50,0.09,0.18,0.00
18:50 - 19:00,0.10,0.20,0.00
19:00 - 19:10,0.05,0.10,0.00
19:10 - 19:20,0.07,0.13,0.01
19:20 - 19:30,0.01,0.01,0.00
19:30 - 19:40,0.06,0.07,0.04
19:40 - 19:50,0.03,0.06,0.00
19:50 - 20:00,0.00,0.00,0.00
20:00 - 20:10,0.05,0.11,0.00
20:10 - 20:20,0.03,0.05,0.00
20:20 - 20:30,0.07,0.13,0.00
20:30 - 20:40,0.05,0.10,0.00
20:40 - 20:50,0.04,0.05,0.04
20:50 - 21:00,0.02,0.01,0.02
21:00 - 21:10,0.00,0.00,0.00
21:10 - 21:20,0.00,0.00,0.00
21:20 - 21:30,0.06,0.05,0.07
21:30 - 21:40,0.04,0.05,0.03
21:40 - 21:50,0.00,0.00,0.00
21:50 - 22:00,0.05,0.05,0.05
22:00 - 22:10,0.11,0.07,0.15
22:10 - 22:20,0.45,0.55,0.35
22:20 - 22:30,0.51,0.68,0.33
22:30 - 22:40,0.68,1.10,0.25
22:40 - 22:50,0.40,0.62,0.16
22:50 - 23:00,0.39,0.58,0.19
