四岁以上所有人,0.57,1.7
男,0.38,1.2
女,0.77,2.2
4-14岁,0.36,1.0
15-24岁,0.66,3.3
25-34岁,0.64,2.6
35-44岁,0.49,1.7
45-54岁,0.60,1.5
55-64岁,0.68,1.4
65岁以上,0.38,0.8
2000以下,0.60,1.5
2000-3500,0.49,1.7
3500-5000,0.28,1.2
5000以上,0.46,1.3
小学以下,0.42,1.2
初中,0.63,1.6
高中,0.66,1.9
大学及以上,0.45,1.9
