四岁以上所有人,0.39,1.2
男,0.44,1.4
女,0.34,1.0
4-14岁,0.18,0.9
15-24岁,0.15,1.1
25-34岁,0.50,1.9
35-44岁,0.33,1.2
45-54岁,0.37,0.9
55-64岁,0.59,1.2
65岁以上,0.52,1.2
2000以下,0.44,1.1
2000-3500,0.51,1.8
3500-5000,0.32,1.4
5000以上,0.27,0.8
小学以下,0.31,1.0
初中,0.57,1.6
高中,0.32,0.9
大学及以上,0.34,1.4
