18:00 - 18:10,0.46,0.48,0.45
18:10 - 18:20,0.59,0.65,0.52
18:20 - 18:30,0.66,0.74,0.57
18:30 - 18:40,0.51,0.55,0.47
18:40 - 18:50,0.33,0.26,0.39
18:50 - 19:00,0.40,0.31,0.49
19:00 - 19:10,0.38,0.44,0.31
19:10 - 19:20,0.32,0.37,0.27
19:20 - 19:30,0.29,0.30,0.28
19:30 - 19:40,0.24,0.07,0.42
19:40 - 19:50,0.28,0.11,0.46
19:50 - 20:00,0.26,0.18,0.35
20:00 - 20:10,0.40,0.40,0.41
20:10 - 20:20,0.30,0.35,0.25
20:20 - 20:30,0.30,0.42,0.18
20:30 - 20:40,0.27,0.29,0.26
20:40 - 20:50,0.55,0.60,0.50
20:50 - 21:00,0.53,0.61,0.46
21:00 - 21:10,0.44,0.61,0.26
21:10 - 21:20,0.61,0.84,0.36
21:20 - 21:30,0.58,0.70,0.45
21:30 - 21:40,0.56,0.66,0.47
21:40 - 21:50,0.39,0.42,0.34
21:50 - 22:00,0.29,0.30,0.29
22:00 - 22:10,0.06,0.05,0.07
22:10 - 22:20,0.00,0.00,0.00
22:20 - 22:30,0.00,0.00,0.00
22:30 - 22:40,0.00,0.00,0.00
22:40 - 22:50,0.00,0.00,0.00
22:50 - 23:00,0.00,0.00,0.00
