四岁以上所有人,3.72,11.3
男,2.76,8.7
女,4.69,13.7
4-14岁,2.18,7.0
15-24岁,0.89,4.7
25-34岁,2.52,10.4
35-44岁,2.36,9.0
45-54岁,4.31,10.8
55-64岁,6.66,13.8
65岁以上,8.22,17.7
2000以下,4.88,12.8
2000-3500,2.96,10.2
3500-5000,1.21,5.7
5000以上,1.86,5.8
小学以下,6.93,18.7
初中,4.75,12.9
高中,3.14,9.1
大学及以上,2.07,8.5
