四岁以上所有人,1.3,4.0
男,1.2,4.0
女,1.3,4.1
4-14岁,0.5,2.8
15-24岁,0.8,4.3
25-34岁,0.7,3.3
35-44岁,1.1,4.5
45-54岁,1.9,4.7
55-64岁,2.0,4.1
65岁以上,1.5,3.2
2000以下,1.6,4.2
2000-3500,1.2,4.3
3500-5000,0.7,3.9
5000以上,1.1,4.2
小学以下,0.4,1.5
初中,1.5,4.1
高中,1.4,4.1
大学及以上,1.1,5.1
