四岁以上所有人,3.3,10.9
男,2.5,8.3
女,4.2,13.3
4-14岁,2.1,9.7
15-24岁,1.1,6.1
25-34岁,2.1,10.1
35-44岁,2.6,10.0
45-54岁,3.5,9.4
55-64岁,5.6,11.9
65岁以上,7.8,17.1
2000以下,4.6,12.7
2000-3500,1.8,6.6
3500-5000,2.5,11.5
5000以上,1.4,5.2
小学以下,6.4,20.4
初中,4.2,11.6
高中,3.0,9.5
大学及以上,1.6,7.1
